ObjectID,GlobalID,Target Species,Other Species,Comments,Approximate Area of Population,Evidence of Disturbance/Damage,If Other Factor Please Specify,Approximate Number of Individual Plants Present and Accessible,Percent of Population in Vegetative Growth,Percent of Population Flowering,Percent of Population with Developing Seed,Percent of Population with Mature Seed,Percent of Population Post Seed-Dispersal,Select the Most Frequently Occurring Seed Type,Other Damage:,Estimated Number of Healthy Seeds per Fruit,Estimated Number of Fruits per Stem,Estimated Number of Stems per Individual Plant,Viability Calculation Result,Estimate the Number of Individual Plants at Natural Dispersal Stage,Are You Collecting Seeds on This Trip?,Primary Key,General Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
293,c431771a-de60-4769-aaee-8ee430d74f2b,Other,THDI4,,24,No_Damage,,280,0,0,50,50,0,Healthy,,5,7,5,9800,>50,yes,20240713_41.20500713-105.3896027,,3c9a8deb-6a24-46ae-8161-deedfdb4f72d,########,ac15_CSUesri,########,ac15_CSUesri
294,be071612-26d0-4279-96af-4eb2341c5fd0,Other,Geum triflorum ,,3,No_Damage,,300,10,0,40,40,10,Healthy,,1,50,2,3000,>50,yes,20240713_41.20371838-105.3897227,,a2ea4906-4a33-47a6-8c5a-e944fd0aae43,########,ac15_CSUesri,########,ac15_CSUesri
295,be2351fa-2c88-4279-92b0-a25fd504430b,CHAN9,,,5,Insect_damage,,100,85,15,0,0,0,Immature,,0,0,10,0,<50,no,20240714_41.22803084-105.40862621,,f8bda9c9-cd98-4ff0-9221-3a3a5544b613,########,ac15_CSUesri,########,ac15_CSUesri
296,e56cced3-494d-49e3-8429-6e095a8972e9,Other,Thermopsis divaricarpa,,5,No_Damage,,250,0,0,70,25,5,Immature,,5,7,5,8750,<50,no,20240714_41.22803084-105.40862621,,f8bda9c9-cd98-4ff0-9221-3a3a5544b613,########,ac15_CSUesri,########,ac15_CSUesri
297,2e0d2f78-84b2-4717-b1e8-93d043b61522,Other,Thermopsis divaricarpa,,10,Grazed_Wildlife,,150,70,0,20,10,0,Immature,,5,7,5,5250,<50,no,20240714_41.22718189-105.3473314,Past the lake is REALLY rough terrain. BEWARE.,003c56ea-2de9-449f-9961-ab69aa98ffc8,########,ac15_CSUesri,########,ac15_CSUesri
298,870cb705-d03e-4e6b-a7df-b7ffeaac418a,ERSP4,,,7,No_Damage,,650,0,80,20,0,0,Immature,,1,0,6,0,<50,no,20240715_41.16381621-105.36447442,,28e0f0bd-f5ce-4b16-836a-4ff26da19283,########,ac15_CSUesri,########,ac15_CSUesri
299,4bfaf3d8-4e3b-4279-9123-8d48ec19b85b,ERUM,,,10,No_Damage,,1000,5,80,15,0,0,Immature,,0,0,0,0,<50,no,20240715_41.16381621-105.36447442,,28e0f0bd-f5ce-4b16-836a-4ff26da19283,########,ac15_CSUesri,########,ac15_CSUesri
300,099830f2-bdd7-4351-b832-1873d4dc4a90,BOGR2,,,5,Grazed_Domestic,,1000,100,0,0,0,0,Immature,,1,54,0,0,<50,no,20240709_37.65954551-103.60702184,,fbf3fd32-0ce0-4c41-9eb8-2911e2b88ba7,########,cnhp_guest4,########,cnhp_guest4
301,ab1574bd-c8b3-445d-a65e-2c03d44b18b2,CHAN9,,,5,Timber_Harvest,,500,20,75,5,0,0,Immature,,0,0,0,0,<50,no,20240713_37.31076869-105.13905788,,dfec0a8c-6e66-4419-b73c-3d3be08b5c38,########,cnhp_guest4,########,cnhp_guest4
302,b3d6a813-3194-49b1-852f-531d3c0e3a28,THMO6,,,1,Timber_Harvest,,1000,0,5,35,50,10,Immature,,7,5,7,49000,>50,no,20240713_37.31509358-105.14135464,,c8c75039-da77-4b5f-8e94-8430914e3599,########,cnhp_guest4,########,cnhp_guest4
303,5c33cef4-2635-44a2-8638-519b8055c2d2,PASM,,,4,Other,Campground,400,0,70,30,0,0,Immature,,7,8,0,0,<50,no,20240715_37.88280865-105.2070622,,e4a1955b-2630-4356-a1ab-4f79d18e4b14,########,cnhp_guest4,########,cnhp_guest4
304,2b24fd47-a08c-409d-a75b-7ff57737fb99,HEVI4,,,4,Other,Campground,400,50,50,0,0,0,Immature,,1,37,21,62160,<50,no,20240715_37.88280865-105.2070622,,e4a1955b-2630-4356-a1ab-4f79d18e4b14,########,cnhp_guest4,########,cnhp_guest4
305,30dc94b7-2e9c-46b1-a059-fdafca273af6,SCSC,,,0.5,No_Damage,,100,100,0,0,0,0,Immature,,2,0,0,0,<50,no,20240710_37.66104147-103.56888748,,22e8b2cb-4905-495b-ba35-606bf115a93d,########,cnhp_guest4,########,cnhp_guest4
306,2178d474-2a4f-4d5a-96bd-786b9c7830c6,BOCU,,,3,No_Damage,,500,95,5,0,0,0,Immature,,1,0,0,0,<50,no,20240710_37.66104147-103.56888748,,22e8b2cb-4905-495b-ba35-606bf115a93d,########,cnhp_guest4,########,cnhp_guest4
307,e4e1c0e4-1763-4920-8057-8b821cfc4749,BOGR2,,,1.5,No_Damage,,250,100,0,0,0,0,Immature,,1,54,0,0,<50,no,20240710_37.65202315-103.6473223,Double check ID. Maybe S. airoides,dbe325fb-6917-4f7d-bb3b-c5c9f0fa5fba,########,cnhp_guest4,########,cnhp_guest4
308,b406ef0a-a447-461e-98f4-0cca35da3ac7,BOCU,,,1.5,No_Damage,,100,100,0,0,0,0,Immature,,1,0,0,0,<50,no,20240710_37.65202315-103.6473223,,dbe325fb-6917-4f7d-bb3b-c5c9f0fa5fba,########,cnhp_guest4,########,cnhp_guest4
309,8333dc7a-17a6-4878-8b78-aa156e96ec30,SPCR,,,0.5,No_Damage,,100,70,30,0,0,0,Immature,,1,325,0,0,<50,no,20240710_37.65202315-103.6473223,,dbe325fb-6917-4f7d-bb3b-c5c9f0fa5fba,########,cnhp_guest4,########,cnhp_guest4
310,b2ffb48e-b637-4613-9a4a-280cff22c863,BOGR2,,,5,Grazed_Domestic,,2000,100,0,0,0,0,Immature,,1,54,0,0,<50,no,20240710_37.75375121-103.59935044,,d8762dbd-e74d-4130-92c9-629a51176b6c,########,cnhp_guest4,########,cnhp_guest4
311,d30e7daa-47b3-45d6-b72d-ac5105e228b8,BOCU,,,5,Grazed_Domestic,,1000,95,5,0,0,0,Immature,,1,0,0,0,<50,no,20240710_37.75375121-103.59935044,,d8762dbd-e74d-4130-92c9-629a51176b6c,########,cnhp_guest4,########,cnhp_guest4
312,fad510ca-f257-4521-863f-21cf803e2b9a,SCSC,,,2,No_Damage,,600,100,0,0,0,0,Immature,,2,0,0,0,<50,no,20240710_37.7643572-103.51313791,,e2a84d01-b3c4-40af-bd2a-ee93ef187ad0,########,cnhp_guest4,########,cnhp_guest4
313,19551ecc-75d8-4ecf-bc29-49e103b72d32,SCSC,,,1,No_Damage,,350,100,0,0,0,0,Immature,,2,0,0,0,<50,no,20240710_37.78606987-103.47989591,,a3dcbdf0-288c-4fca-a24b-b56ad518a535,########,cnhp_guest4,########,cnhp_guest4
314,c74e347a-c6ec-4d31-b6c7-1254f7692bf5,BOGR2,,,10,No_Damage,,3000,95,5,0,0,0,Immature,,1,54,0,0,<50,no,20240710_37.78606987-103.47989591,,a3dcbdf0-288c-4fca-a24b-b56ad518a535,########,cnhp_guest4,########,cnhp_guest4
315,f8d64ea4-690a-4e6b-a59b-7b479ec538f0,SPCR,,,2,No_Damage,,500,0,0,0,0,0,Immature,,1,325,0,0,<50,no,20240710_37.78606987-103.47989591,,a3dcbdf0-288c-4fca-a24b-b56ad518a535,########,cnhp_guest4,########,cnhp_guest4
316,ade11839-a2b5-42ed-b5a3-31f3b50260c8,ANGE,,,3,No_Damage,,1000,100,0,0,0,0,Immature,,0,0,0,0,<50,no,20240711_37.02547255-102.81515359,,eb3035d4-0fbc-42fd-a7ae-9ce898bc212d,########,cnhp_guest4,########,cnhp_guest4
317,4275d223-c47c-4e8c-99e3-db2be99fcb49,BOCU,,,1,No_Damage,,400,30,70,0,0,0,Immature,,1,0,0,0,<50,no,20240711_37.02547255-102.81515359,,eb3035d4-0fbc-42fd-a7ae-9ce898bc212d,########,cnhp_guest4,########,cnhp_guest4
318,f4e46f65-c843-4423-9956-615ad267cd83,SPCR,,,3,No_Damage,,700,100,0,0,0,0,Immature,,1,325,0,0,<50,no,20240711_37.02547255-102.81515359,,eb3035d4-0fbc-42fd-a7ae-9ce898bc212d,########,cnhp_guest4,########,cnhp_guest4
319,1a3eccc7-7d56-4234-8b9b-d4f97fe28ebd,BOCU,,,10,Grazed_Domestic,,5000,30,30,30,5,5,Immature,,1,0,0,0,<50,no,20240711_37.03488691-102.80271997,,b7d1a55a-5b4f-4ce0-8e7e-fa65a86ee619,########,cnhp_guest4,########,cnhp_guest4
320,1a7d6560-373c-48a0-a454-0c338b66a05f,BOGR2,,,107,Grazed_Domestic,,7000,70,30,0,0,0,Immature,,1,54,0,0,<50,no,20240711_37.03488691-102.80271997,,b7d1a55a-5b4f-4ce0-8e7e-fa65a86ee619,########,cnhp_guest4,########,cnhp_guest4
321,9e0d7a5e-a6e1-4f15-803a-d0f4570b9fc1,ANGE,,,10,No_Damage,,150,100,0,0,0,0,Immature,,0,0,0,0,<50,no,20240711_37.03488691-102.80271997,,b7d1a55a-5b4f-4ce0-8e7e-fa65a86ee619,########,cnhp_guest4,########,cnhp_guest4
322,457aabb8-be65-41d8-8e4e-e1cf4df8930f,SCSC,,,10,No_Damage,,1000,100,0,0,0,0,Immature,,2,0,0,0,<50,no,20240711_37.03488691-102.80271997,,b7d1a55a-5b4f-4ce0-8e7e-fa65a86ee619,########,cnhp_guest4,########,cnhp_guest4
323,e24bb3f5-aaf7-40c4-9943-efcb3d8bb028,SCSC,,,1.5,No_Damage,,500,100,0,0,0,0,Immature,,2,0,0,0,<50,no,20240711_37.00918025-102.74633547,,143399be-ea78-415a-9fdb-aeafd301b530,########,cnhp_guest4,########,cnhp_guest4
324,5b632924-da0a-4005-b76e-2f325d5427c0,ANGE,,,1.5,No_Damage,,300,100,0,0,0,0,Immature,,0,0,0,0,<50,no,20240711_37.00918025-102.74633547,,143399be-ea78-415a-9fdb-aeafd301b530,########,cnhp_guest4,########,cnhp_guest4
325,165c99a6-9b34-4150-8e41-e7cc2de2f5aa,BOCU,,,5,No_Damage,,500,30,10,60,0,0,Immature,,1,0,0,0,<50,no,20240711_37.00918025-102.74633547,Dispersed throughout area from TH to GPS point,143399be-ea78-415a-9fdb-aeafd301b530,########,cnhp_guest4,########,cnhp_guest4
326,2f5042c2-bf45-45e8-ac62-2fac7fcaf67b,SPCR,,,10,No_Damage,,5000,100,0,0,0,0,Immature,,1,325,0,0,<50,no,20240711_37.00918025-102.74633547,Most dense near TH,143399be-ea78-415a-9fdb-aeafd301b530,########,cnhp_guest4,########,cnhp_guest4
327,aed0e0e6-a2b1-4adf-9dc2-5540dede934b,None,,Highly disturbed area,0,"Flooded,Other",Campground,0,0,0,0,0,0,Malformed/Other,,0,0,0,0,<50,no,20240712_37.13705776-101.8260641,,2db8acd0-23c9-4c6b-a417-670b8891da43,########,cnhp_guest4,########,cnhp_guest4
328,e9b5eb20-66a4-42b4-bedc-02ba1fd41ea8,ANGE,,,10,No_Damage,,5000,100,0,0,0,0,Immature,,0,0,0,0,<50,no,20240712_37.14295334-101.82299793,,1ab2b610-bc6a-4aec-9077-d0f481d3b767,########,cnhp_guest4,########,cnhp_guest4
329,e865c182-13fb-462a-8a0f-a25d376995f4,SPCR,,,10,No_Damage,,4000,100,0,0,0,0,Immature,,1,325,0,0,<50,no,20240712_37.14295334-101.82299793,,1ab2b610-bc6a-4aec-9077-d0f481d3b767,########,cnhp_guest4,########,cnhp_guest4
330,06b42c07-53a6-4b22-9033-81415a74359b,BOCU,,,5,No_Damage,,3000,0,95,5,0,0,Empty,,1,0,0,0,<50,no,20240712_37.14958018-101.82552418,,bdd731bd-54ae-4a93-a6d1-35b59b1c40ec,########,cnhp_guest4,########,cnhp_guest4
331,addabae1-b548-48f0-8dfc-48ec147a10ff,RACO3,,,5,No_Damage,,300,5,45,15,30,5,Healthy,,1,300,10,180000,>50,yes,20240712_37.12668142-101.96680662,,0802b624-1922-4854-afef-2c89179d6b42,########,cnhp_guest4,########,cnhp_guest4
332,6cd10e1e-4280-45ef-94d9-7b8b88cf3b6d,THMO6,,,3,Grazed_Domestic,,150,0,10,90,0,0,Immature,,7,5,5,5250,<50,no,20240713_37.32091951-105.07258777,,7a127519-47ec-4e85-845a-83d41a860add,########,cnhp_guest4,########,cnhp_guest4
333,439c45f5-a080-4df1-88e6-da2cbca9b8fb,ERSP4,,,3,Grazed_Domestic,,250,10,80,10,0,0,Immature,,1,0,0,0,<50,no,20240713_37.32091951-105.07258777,,7a127519-47ec-4e85-845a-83d41a860add,########,cnhp_guest4,########,cnhp_guest4
334,b73acfbd-10f3-456f-b507-206bfaada5c0,KOMA,,,3,Grazed_Domestic,,300,25,30,35,10,0,Immature,,2,30,0,0,<50,no,20240713_37.32091951-105.07258777,,7a127519-47ec-4e85-845a-83d41a860add,########,cnhp_guest4,########,cnhp_guest4
335,5016b8e6-23f2-4fb9-b501-f44f13772f8f,KOMA,,,3,No_Damage,,400,0,85,15,0,0,Immature,,2,30,5,24000,<50,no,20240714_37.88432096-105.21806301,,c04f8cab-30e4-464c-9406-646c3db157f7,########,cnhp_guest4,########,cnhp_guest4
336,cd044993-3117-41a2-8aa8-e1600e2c0014,HEVI4,,,3,No_Damage,,300,95,5,0,0,0,Immature,,1,37,21,46620,<50,no,20240714_37.88432096-105.21806301,,c04f8cab-30e4-464c-9406-646c3db157f7,########,cnhp_guest4,########,cnhp_guest4
337,400e7e69-b8b0-4743-a723-10172b19311c,PASM,,,0.5,No_Damage,,500,85,15,0,0,0,Immature,,7,8,0,0,<50,no,20240714_37.88577104-105.25266845,,cf731062-c77c-4dcc-b595-0031492385ed,########,cnhp_guest4,########,cnhp_guest4
338,ced93f36-3176-42be-940e-cd7c5cdbbee1,KOMA,,,5,No_Damage,,500,0,95,5,0,0,Immature,,2,30,2,12000,<50,no,20240714_37.88115673-105.25567678,,86e667f7-ccf3-4183-9dd9-5de7394a74b4,########,cnhp_guest4,########,cnhp_guest4
339,f7bf8763-1bce-4e18-85c0-77a032abaff4,THMO6,,,1,"No_Damage,Seeded",,400,100,0,0,0,0,Immature,,7,5,3,8400,<50,no,20240714_37.87693132-105.27504646,,c4e6cb67-4c44-4787-a877-8f69d9204f4f,########,cnhp_guest4,########,cnhp_guest4
340,b0655448-1bef-45cb-b6ec-10c4b0a71401,KOMA,,,5,"No_Damage,Seeded",,500,0,100,0,0,0,Immature,,2,30,3,18000,<50,no,20240714_37.87693132-105.27504646,,c4e6cb67-4c44-4787-a877-8f69d9204f4f,########,cnhp_guest4,########,cnhp_guest4
341,78e2b4a1-0fa6-4ab3-89bb-f0e414738197,BOGR2,,,10,No_Damage,,1000,100,0,0,0,0,Immature,,1,54,0,0,<50,no,20240714_37.86111299-105.28185411,,cdf58033-635d-4790-84b1-c88b3114ed6f,########,cnhp_guest4,########,cnhp_guest4
342,6cfc4527-ef5e-4e4d-a4f9-cbe9e0a754fe,KOMA,,,10,No_Damage,,700,0,70,30,0,0,Immature,,2,30,0,0,<50,no,20240714_37.86111299-105.28185411,,cdf58033-635d-4790-84b1-c88b3114ed6f,########,cnhp_guest4,########,cnhp_guest4
343,e2db7849-3a0c-4520-9fe2-9fad11ad11e6,PASM,,,5,No_Damage,,1000,0,95,5,0,0,Empty,,7,8,5,56000,<50,no,20240714_37.89833086-105.27121442,,cfa4ce28-aa0a-4c91-9bf5-b5373b94b4b5,########,cnhp_guest4,########,cnhp_guest4
344,5b870ccc-7789-449d-9b3a-55ad31bbe22c,BOGR2,,,4,No_Damage,,700,85,10,5,0,0,Immature,,1,54,7,52920,<50,no,20240714_37.89833086-105.27121442,,cfa4ce28-aa0a-4c91-9bf5-b5373b94b4b5,########,cnhp_guest4,########,cnhp_guest4
345,2b558ff7-656c-48a9-b4a9-31ede5e6dc4a,THRH,,,2,No_Damage,,500,15,0,75,5,5,Immature,,7,5,0,0,<50,no,20240715_37.89869834-105.20875094,,77e116c8-4f19-4fc2-b2d0-f1e1e2e79cf4,########,cnhp_guest4,########,cnhp_guest4
346,8cedff2b-7631-49bd-bf1c-4445e7510030,KOMA,,,2,Other,Fungus,250,10,80,10,0,0,Immature,,2,30,0,0,<50,no,20240715_37.89869834-105.20875094,,77e116c8-4f19-4fc2-b2d0-f1e1e2e79cf4,########,cnhp_guest4,########,cnhp_guest4
347,60d7d73d-eae5-4651-9e4e-e2228ae3a5dd,ERSP4,,,5,No_Damage,,1000,5,85,10,0,0,Immature,,1,0,0,0,<50,no,20240715_37.95579763-105.17488475,,0520f6f4-4ed9-4a64-969d-c678a8ae5431,########,cnhp_guest4,########,cnhp_guest4
348,7410e718-a4ee-41cc-b45a-d753858f563e,KOMA,,,4,No_Damage,,4000,0,5,35,50,10,Healthy,,2,30,4,120000,>50,yes,20240710_42.06168526-105.37408735,PASM all in vegetative.,9c2e3499-0eee-4075-bb20-7f6c23eb795d,########,ac15_CSUesri,########,ac15_CSUesri
349,731b1aac-60f8-406b-b8c4-92ee78cd22aa,POSE,,,4,No_Damage,,1000,0,0,10,70,20,Healthy,,2,42,2,33600,>50,yes,20240710_42.06168526-105.37408735,,9c2e3499-0eee-4075-bb20-7f6c23eb795d,########,ac15_CSUesri,########,ac15_CSUesri
350,c1561aca-576c-405d-8e42-2a5a33247415,Other,Purshia tridentata,,3,No_Damage,,500,5,5,80,10,0,Immature,,0,0,0,0,<50,no,20240710_42.06168526-105.37408735,,9c2e3499-0eee-4075-bb20-7f6c23eb795d,########,ac15_CSUesri,########,ac15_CSUesri
351,e2651be6-3941-4346-867f-0ed32915a380,HEVI4,,,3,No_Damage,,500,35,35,30,0,0,Immature,,1,37,21,77700,<50,no,20240710_42.06168526-105.37408735,,9c2e3499-0eee-4075-bb20-7f6c23eb795d,########,ac15_CSUesri,########,ac15_CSUesri
352,06ec8688-582e-4528-a5eb-a8e1f4e9c387,ACNE9,,,5,Burnt,,1000,0,0,20,75,5,Healthy,,1,40,4,32000,>50,yes,20240710_42.22420743-105.34997072,,c39a4f12-b5c5-44dd-ab72-0ab2b157f0fb,########,ac15_CSUesri,########,ac15_CSUesri
353,406776c1-f962-4ee0-a4af-a96e385dce92,POSE,,,5,Burnt,,4000,0,0,20,75,5,Healthy,,2,42,4,,>50,yes,20240710_42.22420743-105.34997072,,c39a4f12-b5c5-44dd-ab72-0ab2b157f0fb,########,ac15_CSUesri,########,ac15_CSUesri
354,dd340bc7-0c3f-4779-8a2f-35d368f376a3,ERUM,,,5,Burnt,,1500,10,90,0,0,0,Immature,,0,0,0,0,<50,no,20240710_42.22420743-105.34997072,,c39a4f12-b5c5-44dd-ab72-0ab2b157f0fb,########,ac15_CSUesri,########,ac15_CSUesri
355,3a3fde8b-9175-49bf-bf35-3b6ee673f36d,HEVI4,,,5,Burnt,,2000,15,85,0,0,0,Immature,,1,37,21,310800,<50,no,20240710_42.22420743-105.34997072,,c39a4f12-b5c5-44dd-ab72-0ab2b157f0fb,########,ac15_CSUesri,########,ac15_CSUesri
356,fedbd4d6-d01e-4015-874c-8cc92d8ecddb,FEID,,,30,No_Damage,,100000,5,5,80,10,0,Immature,,5,15,10,15000000,<50,no,20240714_41.26915002-105.42184022,,a04bea65-46d1-4ad7-9257-f663f8ec7530,########,ac15_CSUesri,########,ac15_CSUesri
357,b1ee74f4-b005-4a87-b077-6284858902f7,KOMA,,,10,No_Damage,,3000,0,70,30,0,0,Immature,,2,30,4,144000,<50,no,20240714_41.26915002-105.42184022,,a04bea65-46d1-4ad7-9257-f663f8ec7530,########,ac15_CSUesri,########,ac15_CSUesri
358,1f64873c-04a2-4b0f-863a-f274b4947ab6,PSSP6,,,2,No_Damage,,200,5,45,50,0,0,Immature,,5,8,15,24000,<50,no,20240714_41.27082022-105.40218133,,8d5cbbdd-173d-4dbe-ab24-4a2cc678f35b,########,ac15_CSUesri,########,ac15_CSUesri
359,27012b21-c7db-45e0-9cfa-cca7f867590c,HEVI4,,,3,No_Damage,,300,40,50,10,0,0,Immature,,1,37,21,46620,<50,no,20240714_41.28210697-105.33512325,,f4c6acd2-3c12-40fc-9f4a-68599e7eb570,########,ac15_CSUesri,########,ac15_CSUesri
360,9b3304d7-48dc-431b-88a4-157a97cb0fc2,PSSP6,,,4,No_Damage,,400,50,40,10,0,0,Immature,,5,8,15,,<50,no,20240714_41.28210697-105.33512325,,f4c6acd2-3c12-40fc-9f4a-68599e7eb570,########,ac15_CSUesri,########,ac15_CSUesri
361,9ad6dc6d-82be-468c-af8e-54bf45fcb044,ERUM,,,4,No_Damage,,400,10,90,0,0,0,Immature,,0,0,0,0,<50,no,20240714_41.28210697-105.33512325,,f4c6acd2-3c12-40fc-9f4a-68599e7eb570,########,ac15_CSUesri,########,ac15_CSUesri
362,8d21aafb-e63f-4d61-bcb1-f4ad874301ee,PEVI3,,,2,Insect_damage,,150,20,0,40,30,10,Insect-damaged,,25,20,4,60000,>50,no,20240715_41.17204821-105.33998914,Possible Deschampsia ceaspittosa population,1c15c43e-a5d6-4d48-9db3-59d680e9acad,########,ac15_CSUesri,########,ac15_CSUesri
363,bd752452-d1af-4b65-8a04-c42c498d6367,Other,Thermopsis divaricarpa,,5,No_Damage,,75,5,0,30,40,25,Healthy,,5,7,5,2625,>50,yes,20240715_41.17204821-105.33998914,,1c15c43e-a5d6-4d48-9db3-59d680e9acad,########,ac15_CSUesri,########,ac15_CSUesri
364,6061a343-63f1-4755-ab04-7641cddfde1c,HEMU3,,,0.5,No_Damage,,100,0,100,0,0,0,Immature,,1,0,0,0,<50,no,20240724_37.44030904-108.13885883,,bb42bb62-20ff-42ed-aed4-edf06485f168,########,cnhp_guest4,########,cnhp_guest4
365,4c812963-2159-4b51-9239-49849cf8f930,ERSP4,,,0.7,No_Damage,,400,0,60,40,0,0,Immature,,1,0,0,0,<50,no,20240724_37.44030904-108.13885883,,bb42bb62-20ff-42ed-aed4-edf06485f168,########,cnhp_guest4,########,cnhp_guest4
366,7e4eb3dc-a014-4f8e-8f9d-a66f981064f1,ERSP4,,,4,No_Damage,,600,10,70,20,0,0,Immature,,1,0,0,0,<50,no,20240724_37.43819231-108.13578219,,519d5d7e-ed11-451e-adca-6d314bbaf0dd,########,cnhp_guest4,########,cnhp_guest4
367,9501e254-ff47-447a-b5a9-92a4d8df8e2e,THMO6,,,4,No_Damage,,1000,0,0,95,5,0,Immature,,7,5,0,0,<50,no,20240724_37.43819231-108.13578219,,519d5d7e-ed11-451e-adca-6d314bbaf0dd,########,cnhp_guest4,########,cnhp_guest4
368,5cb6ef13-5ed6-41ef-8a52-959e8293cf17,Other,Trisetum spicatum,,4,No_Damage,,500,0,50,50,0,0,Immature,,0,0,0,0,<50,no,20240724_37.43819231-108.13578219,,519d5d7e-ed11-451e-adca-6d314bbaf0dd,########,cnhp_guest4,########,cnhp_guest4
369,5b32f293-46c8-4255-9710-07e9807c3f56,HEVI4,,,1.4,Other,Campground,1000,10,55,20,10,5,Healthy,,1,37,21,155400,>50,yes,20240724_37.65355403-107.80210444,,3af3a827-7ea3-441d-830c-35e680cd0467,########,cnhp_guest4,########,cnhp_guest4
370,df0b60f2-2bd6-4b6e-88d0-ffceea37b7df,Other,Geum rosii,,3,No_Damage,,1000,10,80,10,0,0,Immature,,0,0,0,0,<50,no,20240725_37.45691359-106.54957742,,e637614d-71c3-48ab-bea0-8dad2265ccb7,########,cnhp_guest4,########,cnhp_guest4
371,0ff07cfa-e579-476f-a412-78cfd342b860,Other,Aquilegia coerulea,,3,No_Damage,,65,0,100,0,0,0,Immature,,0,0,0,0,<50,no,20240725_37.45691359-106.54957742,,e637614d-71c3-48ab-bea0-8dad2265ccb7,########,cnhp_guest4,########,cnhp_guest4
372,bf85a02c-9d53-479a-b493-4d52ba315ae1,FEID,,,10,Other,Near roads,5000,0,5,10,70,15,Healthy,,5,15,18,1350000,>50,yes,20240726_37.53488854-106.51117375,,b6a648ac-e88c-4d50-a390-6e513ede3d4c,########,cnhp_guest4,########,cnhp_guest4
373,2bb31742-9e33-4635-ad7e-dee240069c1a,THMO6,,,0.5,No_Damage,,200,0,0,75,25,0,Healthy,,7,5,5,7000,>50,no,20240726_37.53488854-106.51117375,>10000 estimated seeds,b6a648ac-e88c-4d50-a390-6e513ede3d4c,########,cnhp_guest4,########,cnhp_guest4
374,1b951436-751f-44db-b920-a4c15bcd7fee,HEVI4,,,5,No_Damage,,1000,10,35,35,20,0,Healthy,,1,37,21,155400,>50,yes,20240727_37.17137578-106.96940434,,cf9a238a-4458-4930-99de-653660118a8c,########,cnhp_guest4,########,cnhp_guest4
375,0482c409-3b80-4ac7-885e-797ac2e9ef20,HEVI4,,,2.7,No_Damage,,1500,10,40,20,25,5,Healthy,,1,37,21,233100,>50,yes,20240728_37.12982796-106.95156241,,d57abe12-d933-4726-8bcf-da723bf50247,########,cnhp_guest4,########,cnhp_guest4
376,c229fb92-91a3-4d63-ad40-880ad1fd34d1,PEST2,,,5,No_Damage,,300,10,60,30,0,0,Immature,,7,0,0,0,<50,no,20240724_37.41585997-108.19572372,,5e0115d1-c9e0-4d7e-b615-1ed1c304bd56,########,cnhp_guest4,########,cnhp_guest4
377,98d00a1d-c291-4f38-ba96-13871ec5dc07,ERSP4,,,5,No_Damage,,500,15,85,0,0,0,Immature,,1,0,0,0,<50,no,20240724_37.41585997-108.19572372,,5e0115d1-c9e0-4d7e-b615-1ed1c304bd56,########,cnhp_guest4,########,cnhp_guest4
378,8a59e316-a832-480a-9adf-2cdba03f8af8,ERSP4,,,4,Resown,,1500,0,100,0,0,0,Immature,,1,0,0,0,<50,no,20240728_37.52276611-107.22529085,,f068ef98-6163-42ab-adb9-ff7842582338,########,cnhp_guest4,########,cnhp_guest4
379,7bd92301-6d3b-488b-b0b0-0722b5ec50d4,ACLE9,,,4,Resown,,1000,0,5,95,0,0,Immature,,1,0,0,0,<50,no,20240728_37.52276611-107.22529085,,f068ef98-6163-42ab-adb9-ff7842582338,########,cnhp_guest4,########,cnhp_guest4
380,ac0da7ac-97ea-40ed-85d3-28a81d8660aa,ERSP4,,,1,No_Damage,,150,10,75,15,0,0,Immature,,1,0,0,0,<50,no,20240728_37.53506493-107.25292377,,16c3a650-73c4-49c5-9de3-fe2f1f11ee28,########,cnhp_guest4,########,cnhp_guest4
381,d6a1a1a4-249b-415e-9ac9-316b4614f89d,ACLE9,,,1.5,No_Damage,,300,0,50,40,10,0,Immature,,1,0,0,0,<50,no,20240728_37.53506493-107.25292377,,16c3a650-73c4-49c5-9de3-fe2f1f11ee28,########,cnhp_guest4,########,cnhp_guest4
382,8b0f055b-36c2-430a-a2fa-55c34c73a549,Other,Bromus ciliatus,,1,No_Damage,,200,0,60,40,0,0,Immature,,0,0,0,0,<50,no,20240728_37.53604852-107.25562333,,b84f8f56-e9c5-4966-86f1-18f93458d478,########,cnhp_guest4,########,cnhp_guest4
383,09e6be74-f3f6-4ba1-9dc4-d8b9f8fd6b29,PASM,,,10,Flooded,,5000,0,50,50,0,0,Immature,,7,8,5,280000,<50,no,20240728_37.54065967-107.20485592,,0cc413e9-c1a6-46ff-ac1f-21dea59b1206,########,cnhp_guest4,########,cnhp_guest4
384,e7d8a815-f803-428f-84d7-ee6ee1100bcc,Other,Bromus marginatus,,10,Flooded,,1000,0,0,100,0,0,Immature,,4,11,20,176000,<50,no,20240728_37.54065967-107.20485592,,0cc413e9-c1a6-46ff-ac1f-21dea59b1206,########,cnhp_guest4,########,cnhp_guest4
