ObjectID,GlobalID,Primary Key,Seed Collection Ref. Number,USFS Collection ID,Date Collection Started,Date Collection Ended,DateYMD,Recollection,Original Seed Reference Number,Collected Species,Other Species,Comments,Species Collection Number,Collection Technique,Seeds Collected From,Reason for Collecting from Ground,Number of Plants Sampled,Number of Plants Found,Average Plant Height,Field Notes to Assist in Identification of Pressed Specimen,Ecoregion,Ranger District,Org_Code,Provisional Seed Zone,Geology,Has There Been a Change in the Site's Disturbance/Damage Since Your Pre-Collection Form?,New Modifying Factors,If Other Factor Please Specify,Land Form,If Other Land Form Please Specify,Slope,Aspect,Number of Pressed Specimens,Date Voucher Taken,Herbaria names,How Confident are you in This Species' Identification?,Identified By,Material Identified,Date Identified,To be completed before you walk away from the site,Soil Texture,If Other Soil Type Please Specify,National Vegetation Classification,How Confident are you in this Vegetation's Classification?,Notes on NVC,Seed Collection Raw Weight,CreationDate,Creator,EditDate,Editor,x,y
170,5b3169ab-758a-4c73-9ae4-52ddc21a0932,20240918_37.7018296-107.77666742,USFSR2.1-077,HEMU3_SR0510VH_021308_20240922-01,9/22/2024 16:00,9/22/2024 18:00,20240922,no,,HEMU3,,,01,Every_5,Plants,,400,102,2,,SR,21308,21308,0510VH,Arkose,no,,,Highland,,15,SE,,9/22/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/24/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL000327 - Abies lasiocarpa - Picea engelmannii / Salix drummondiana Riparian Forest,7,,105,09/24/2024 15:44:07.569,cnhp_guest4,10/30/2024 17:29:12.816,cnhp_guest4,-107.7790681,37.69921472
171,feaa0343-a72a-4e05-aacf-44bec005ea0b,20240918_41.33274535-106.28706271,USFSR2.2-071,Other_SR0510VH_020605_20240918-01,9/18/2024 15:30,9/18/2024 18:00,20240918,no,,Other,Geum rossii,,01,Every_5,Plants,,382,1910,0.5,,SR,20605,20605,0510VH,Sand,no,,,Flat,,5,NW,2,9/18/2024 18:00,Local,8,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly loam,Geum rossii - Sibbaldia procumbens Alpine Snowbed CEGL001969,,,105,09/24/2024 15:52:23.318,cnhp_guest4,10/25/2024 15:40:15.692,cnhp_guest4,-106.287067,41.33273222
172,9bc84120-6c8f-4945-8bc3-ff1fb21df7a2,20240921_41.343558403-106.36367868,USFSR2.2-077,ELGL_SR0510VH_020602_20240921-03,9/21/2024 21:26,9/21/2024 18:00,20240921,no,,ELGL,,,03,Every_5,Plants,,233,1170,4,,SR,20602,20602,0510VH,Sand,no,,,Drainage,,5,W,2,9/21/2024 18:00,Local,9,Robert Monahan CNHP,From Pressed Specimen on Another Date,11/1/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Very gravelly loam,A6314 Abies lasiocarpa - Picea engelmannii Roxcky Mountain Forest Alliance,5,,195,09/24/2024 15:52:26.041,cnhp_guest4,11/04/2024 18:58:31.261,cnhp_guest4,-106.3636687,41.34362698
173,51c21c9f-ec9e-4a4f-81b2-1df0a93531a8,20240922_41.20363207-107.05879303,USFSR2.2-079,ACLE9_SR0510VH_020602_20240922-01,9/22/2024 17:15,9/22/2024 18:00,20240922,no,,ACLE9,,,01,Every_5,Plants,,513,600,2.5,,SR,20602,20602,0510VH,Amphibolite,no,,,Flat,,2,NE,2,9/22/2024 18:00,Local,7,Robert Monahan,From Pressed Specimen on Another Date,11/1/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Cobbly loam,A3614 Abies lasiocarpa - Picea engelmannii Rocky Mountain Moist Forest Alliance,8,Couldn't find an association with understory species that match.,53,09/24/2024 15:52:28.575,cnhp_guest4,11/04/2024 19:00:55.277,cnhp_guest4,-107.059009,41.20365387
174,8fa590d3-037a-43d2-8121-8de3b7c44b59,20240922_41.20363207-107.05879303,USFSR2.2-080,DECE_SR0510VH_020602_20240922-01,9/22/2024 17:15,9/22/2024 18:00,20240922,no,,DECE,,,01,Every_5,Plants,,240,1500,1,,SR,20602,20602,0510VH,Amphibolite,no,,,Flat,,2,NE,2,9/22/2024 18:00,Local,7,Robert Monahan,From Pressed Specimen on Another Date,11/1/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Cobbly loam,A3614 Abies lasiocarpa - Picea engelmannii Rocky Mountain Moist Forest Alliance,8,Couldn't find an association with understory species that match.,28,09/24/2024 15:52:30.994,cnhp_guest4,11/04/2024 19:02:04.753,cnhp_guest4,-107.058993,41.20363737
175,87a23049-71ea-425e-a409-cacf080990ab,20240926_37.66143757-103.56899213,Conps2.1-009,BOCU_ST1520SA_021206_20240927-01,9/27/2024 14:08,9/27/2024 18:15,20240927,no,,BOCU,,,01,20_percent,Plants,,147,600,1.25,,ST,21206,21206,1520SA,Sandstone,no,,,Canyon,,10,NW,2,9/27/2024 18:00,Local,8,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000708 Juniperus monosperma/Bouteloua curtipendula Open Woodland,8,,24,09/28/2024 22:43:16.128,cnhp_guest7,11/01/2024 20:15:53.190,cnhp_guest7,-103.570978,37.65993565
176,28e52462-7f06-46d9-932b-552166fa5f99,20240808_44.80529707818203-107.334203892213,CLMBR2.1-008,PEST2_MR1015SH_020206_20240808-01,8/8/2024 15:33,8/8/2024 18:00,20240808,no,,PEST2,,,01,20_percent,Plants,,355,390,0.5,,MR,20206,20206,1015SH,Dolostone,no,,,Other,"Road side, gravelly soil from blasted rocky hillside",40,SW,2,6/27/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.388,10/01/2024 13:39:08.198,cnhp_guest7,10/01/2024 13:39:08.198,cnhp_guest7,-107.3341866,44.80529414
177,d170cc01-9417-4fb5-8b03-bc4a64769ed8,20240814_44.86858038224717-107.31890334817194,CLMBR2.1-009,BOCU_MR1015SH_020206_20240814-01,8/14/2024 18:09,8/14/2024 19:00,20240814,no,,BOCU,,,01,20_percent,Plants,,450,450,2,,MR,20206,20206,1015SH,Sedimentary,no,,,Hills,,5,E,,8/14/2024 18:00,Local,,,,,"Individual_photo,landscape_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.0063,10/01/2024 13:39:16.280,cnhp_guest7,10/01/2024 13:39:16.280,cnhp_guest7,-107.318932,44.86858148
178,f8903381-d195-4201-85fe-0d549e648c75,20240814_44.86432712900367-107.31933285659744,CLMBR2.1-010,RACO3_MR1015SH_020206_20240814-01,8/14/2024 20:38,8/15/2024 19:30,20240814,no,,RACO3,,,01,20_percent,Plants,,435,460,1.5,,MR,20206,20206,1015SH,Sedimentary,no,,,Hills,,20,SW,,8/14/2024 18:00,Local,,,,,"landscape_photo,Material_photo,Bags,Individual_photo,herbarium_vouchers,filled_out",,,,,,1.344,10/01/2024 13:39:30.929,cnhp_guest7,10/01/2024 13:39:30.929,cnhp_guest7,-107.3193357,44.86436205
179,7b408fb4-d132-4adc-88b7-e58508163545,20240819_44.79775212441941-107.53656678756604,CLMBR2.1-011,FEID_MR0510HU_020206_20240819-01,8/19/2024 16:49,8/19/2024 18:30,20240819,no,,FEID,,,01,Every_5,Plants,,1246,6230,1.5,,MR,20206,20206,0510HU,Limestone,no,,,Hills,,5,W,2,8/19/2024 18:00,Local,8,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.181,10/01/2024 13:39:37.521,cnhp_guest7,10/01/2024 13:39:37.521,cnhp_guest7,-107.5365356,44.79770597
180,46e1fdd1-8b54-485c-9c7b-2f15387d7a47,20240819_44.79770703100362-107.53655535071178,CLMBR2.1-012,KOMA_MR0510HU_020206_20240819-01,8/19/2024 19:13,8/19/2024 20:30,20240819,no,,KOMA,,,01,Every_5,Plants,,688,3440,1,,MR,20206,20206,0510HU,Limestone,no,,,Hills,,51,W,2,8/19/2024 18:00,Local,9,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.181,10/01/2024 13:39:46.404,cnhp_guest7,10/01/2024 13:39:46.404,cnhp_guest7,-107.5365621,44.79774849
181,801f9fcb-e127-4d9d-8a0c-c257df753ba2,20240819_44.797734313531016-107.53650994182654,CLMBR2.1-013,DECE_MR0510HU_020206_20240819-01,8/19/2024 20:37,8/19/2024 21:45,20240819,no,,DECE,,,01,Every_5,Plants,,400,2000,1.5,,MR,20206,20206,0510HU,Limestone,no,,,Hills,,5,W,2,8/19/2024 18:00,Local,6,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.225,10/01/2024 13:39:53.811,cnhp_guest7,10/01/2024 13:39:53.811,cnhp_guest7,-107.5365441,44.79772376
182,4c0eb557-7f71-4a29-b8d8-feeec0ba1b4c,20240820_44.868795337042094-107.31893363373612,CLMBR2.1-014,SCSC_MR1015SH_020206_20240820-01,8/20/2024 14:45,8/20/2024 18:00,20240820,no,,SCSC,,,01,20_percent,Plants,,745,3725,1,,MR,20206,20206,1015SH,Sedimentary,no,,,Lowlands,,5,NE,2,8/14/2024 18:00,Local,,,,,"Material_photo,Individual_photo,landscape_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.119,10/01/2024 13:40:05.680,cnhp_guest7,10/01/2024 13:40:05.680,cnhp_guest7,-107.3188753,44.86879791
183,8922795a-5d30-4d85-bba8-11f3020025ff,20240820_44.75605356867714-107.55657417729391,CLMBR2.1-015,ACNE9_MR0510HU_020206_20240820-01,8/20/2024 19:49,8/20/2024 18:00,20240820,no,,ACNE9,,,01,Every_5,Plants,,238,1190,2.5,,MR,20206,20206,0510HU,Unconsolidated,no,,,Basin,,0,Flat,2,8/20/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.106,10/01/2024 13:40:15.325,cnhp_guest7,10/01/2024 13:40:15.325,cnhp_guest7,-107.5565754,44.75602612
184,366f573b-754f-493e-bb4f-f7792b75aef4,20240820_44.75602774733786-107.55658080609892,CLMBR2.1-016,FEID_MR0510HU_020206_20240820-01,8/20/2024 20:54,8/20/2024 18:00,20240820,no,,FEID,,,01,Every_5,Plants,,536,1180,1,,MR,20206,20206,0510HU,Unconsolidated,no,,,Basin,,0,Flat,2,8/20/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags",,,,,,0.106,10/01/2024 13:40:24.286,cnhp_guest7,10/01/2024 13:40:24.286,cnhp_guest7,-107.5566286,44.75603707
185,a4e22e2b-8449-4150-8ca3-c731f9ddfbe8,20240813_44.850181395573266-107.40607167209247,CLMBR2.1-017,MOFI_MR1015HU_020206_20240827-01,8/27/2024 19:10,8/27/2024 19:53,20240827,no,,MOFI,,,01,Every_5,Plants,,755,3775,1.5,,MR,20206,20206,1015HU,Dolostone,no,,,Hillslope,,20,E,2,8/13/2024 18:00,Local,10,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.319,10/01/2024 13:40:51.627,cnhp_guest7,10/01/2024 14:35:15.939,cnhp_guest7,-107.4060463,44.85013802
186,dca846aa-1ac6-455d-bcde-ef5abc918744,20240828_44.704436602260905-107.5024039422011,CLMBR2.1-018,ACNE9_MR0510HU_020206_20240828-01,8/28/2024 15:18,8/28/2024 16:00,20240828,no,,ACNE9,,,01,Every_5,Plants,,250,1250,2,,MR,20206,20206,0510HU,Diorite,no,,,Flat,,0,Flat,2,8/28/2024 18:00,Local,7,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.038,10/01/2024 13:41:01.132,cnhp_guest7,10/01/2024 13:41:01.132,cnhp_guest7,-107.5017861,44.7045033
187,5584d8e0-1ea6-42db-a9b0-88c7922541b1,20240828_44.704436602260905-107.5024039422011,CLMBR2.1-019,DECE_MR0510HU_020206_20240828-01,8/28/2024 15:46,8/28/2024 18:00,20240828,no,,DECE,,,01,Every_5,Plants,,168,840,1.5,,MR,20206,20206,0510HU,Diorite,no,,,Flat,,0,Flat,2,8/28/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.3,10/01/2024 13:41:11.168,cnhp_guest7,10/01/2024 13:41:11.168,cnhp_guest7,-107.5025003,44.70449118
188,9acc100a-3404-427d-ae34-624e4402a2d5,20240828_44.86007677479001-107.4835401533136,CLMBR2.1-020,ELTR7_MR1015HU_020206_20240828-01,8/28/2024 20:14,8/28/2024 21:00,20240828,no,,ELTR7,,,01,Every_5,Plants,,186,930,1.5,,MR,20206,20206,1015HU,Volcanic,no,,,Hillslope,,10,S,,8/28/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.8,10/01/2024 13:41:19.122,cnhp_guest7,10/01/2024 13:41:19.122,cnhp_guest7,-107.4835395,44.8600901
189,3172bfd4-f67f-413d-9e39-f36c70109bb7,20240829_44.71610042245169-107.45788185926314,CLMBR2.1-023,ACNE9_MR0510HU_020206_20240829-01,8/29/2024 18:30,8/29/2024 19:00,20240829,no,,ACNE9,,,01,Every_5,Plants,,325,1625,2,,MR,20206,20206,0510HU,Diorite,no,,,Hillslope,,10,S,,8/29/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.9,10/01/2024 13:41:26.525,cnhp_guest7,10/01/2024 13:41:26.525,cnhp_guest7,-107.457827,44.71608264
190,c84d1948-f74d-44b3-9599-5b8a3b9c3df1,20240829_44.71636663966307-107.45755705318119,CLMBR2.1-022,DECE_MR0510HU_020206_20240829-01,8/29/2024 18:00,8/29/2024 18:30,20240829,no,,DECE,,,01,Every_5,Plants,,403,2015,1.25,,MR,20206,20206,0510HU,Diorite,no,,,Flat,,0,Flat,2,8/29/2024 18:00,Local,,,,,"Individual_photo,landscape_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.9,10/01/2024 13:41:34.689,cnhp_guest7,10/01/2024 13:41:34.689,cnhp_guest7,-107.4575138,44.71638669
191,7c0da3f5-ffa8-496f-acc5-7d3634dc7a1b,20240822_44.80240098598699-107.36559444382605,CLMBR2.1-024,ERUM_MR1015HU_020206_20240830-01,8/30/2024 14:25,8/31/2024 4:00,20240830,no,,ERUM,,,01,20_percent,Plants,,183,190,0.75,,MR,20206,20206,1015HU,Diorite,no,,,Hillslope,,20,NE,,8/30/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.163,10/01/2024 13:41:40.441,cnhp_guest7,10/01/2024 13:41:40.441,cnhp_guest7,-107.3656219,44.80252356
192,71741ee0-3210-472d-95cf-2405426fdc5d,20240903_44.62744770324347-107.14428218813035,CLMBR2.1-025,ERUM_MR1015SH_020206_20240903-01,9/3/2024 16:00,9/4/2024 5:05,20240903,no,,ERUM,,,01,20_percent,Plants,,335,360,1,,MR,20206,20206,1015SH,Diorite,no,,,Hillslope,,10,S,2,9/3/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",,,,,,0.6,10/01/2024 13:41:49.710,cnhp_guest7,10/24/2024 21:38:35.639,cnhp_guest7,-107.1444862,44.62722883
193,5a338847-3c38-4bcf-b4eb-22a592c2f90e,20240903_44.612660409902176-107.30001536531718,CLMBR2.1-026,DECE_MR1015HU_020206_20240903-01,9/3/2024 19:18,9/3/2024 20:45,20240903,no,,DECE,,,01,Every_5,Plants,,608,3000,2,,MR,20206,20206,1015HU,Sand,no,,,Flat,,0,Flat,2,9/3/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.475,10/01/2024 13:42:02.904,cnhp_guest7,10/24/2024 14:05:46.345,cnhp_guest7,-107.2999513,44.61256075
194,f822ff41-59a3-4b61-9e38-1bd283420f3b,20240904_44.55562975933257-106.94247670630705,CLMBR2.1-027,MOFI_MR1015SH_020206_20240904-01,9/4/2024 15:35,9/4/2024 18:00,20240904,no,,MOFI,,,01,Every_5,Plants,,68,340,1,,MR,20206,20206,1015SH,Silt,no,,,Hillslope,,10,E,2,,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.025,10/01/2024 13:42:21.456,cnhp_guest7,10/01/2024 13:42:21.456,cnhp_guest7,-106.9424904,44.55561569
195,1f4dea5d-d2b7-4217-ad95-9cefa870aed4,20240903_44.78919415973403-107.40207184696474,CLMBR2.1-028,ERUM_MR1015HU_020206_20240905-01,9/5/2024 14:52,9/6/2024 5:30,20240905,no,,ERUM,,,01,20_percent,Plants,,1897,2000,0.5,,MR,20206,20206,1015HU,Diorite,no,,,Hills,,0,Flat,2,9/3/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,1.556,10/01/2024 13:42:29.538,cnhp_guest7,10/01/2024 15:01:59.168,cnhp_guest7,-107.402037,44.78921847
196,833ca964-923c-4259-9d47-a2b3e7583047,20240909_44.31851313598121-106.94407232814265,CLMBR2.1-029,CHAN9_MR1015SH_020201_20240909-01,9/9/2024 17:45,9/9/2024 18:00,20240909,no,,CHAN9,,,01,20_percent,Plants,,77,90,3,,MR,20201,20201,1015SH,Metagraywacke,no,,,Unsure,,15,N,,9/9/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.019,10/01/2024 13:42:42.247,cnhp_guest7,10/01/2024 13:42:42.247,cnhp_guest7,-106.9441673,44.3185799
197,9e7976e4-5987-47f0-8a74-df36ff6ef8ed,20240909_44.32106494148673-106.95663297412261,CLMBR2.1-030,HEVI4_MR1015SH_020206_20240909-01,9/9/2024 19:00,9/9/2024 20:00,20240909,no,,HEVI4,,,01,20_percent,Plants,,176,206,0.5,,MR,20206,20206,1015SH,Metagraywacke,no,,,Hills,,40,W,2,9/9/2024 18:00,Local,10,,,,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.022,10/01/2024 13:42:49.781,cnhp_guest7,10/22/2024 22:28:47.748,cnhp_guest7,-106.9566471,44.3210582
198,99d8701f-fc69-4a79-bfd6-d8f76b356473,20240909_44.16864622123046-106.89676702538499,CLMBR2.1-031,CHAN9_MR1015SH_020201_20240909-02,9/9/2024 20:25,9/9/2024 21:00,20240909,no,,CHAN9,,,02,20_percent,Plants,,192,225,1.5,,MR,20201,20201,1015SH,Metagraywacke,no,,,Canyon,,10,SE,,8/1/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.038,10/01/2024 13:42:56.648,cnhp_guest7,10/01/2024 15:04:21.993,cnhp_guest7,-106.8967523,44.16861703
199,c09cfa8f-c12e-4ebf-9bf4-f510d858f83c,20240910_44.758533375952986-107.71795446105483,CLMBR2.1-032,KOMA_MR0510VH_020203_20240910-01,9/10/2024 16:32,9/10/2024 17:30,20240910,no,,KOMA,,,01,Every_5,Plants,,275,1400,1,,MR,20203,20203,0510VH,Sedimentary,no,,,Hills,,40,SE,2,9/10/2024 18:00,Local,10,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.031,10/01/2024 13:43:05.871,cnhp_guest7,10/01/2024 13:43:05.871,cnhp_guest7,-107.7179372,44.7585447
200,a7b1aaf5-34eb-4125-8dd9-5d03be6e792a,20240826_44.80992272264415-107.86484885545075,CLMBR2.1-033,ACNE9_MR0510HU_020203_20240910-01,9/10/2024 18:30,9/10/2024 20:00,20240910,no,,ACNE9,,,01,20_percent,Plants,,595,600,3,,MR,20203,20203,0510HU,Granitic,no,,,Unsure,,15,E,2,8/26/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.056,10/01/2024 13:43:16.252,cnhp_guest7,10/01/2024 15:21:06.871,cnhp_guest7,-107.8648123,44.80987767
201,a2d2e26d-0707-4c6a-a84a-957260b444d4,20240910_44.8581465080829-107.91189789621983,CLMBR2.1-034,ERUM_MR1015SH_020203_20240910-01,9/10/2024 20:05,9/10/2024 21:00,20240910,no,,ERUM,,,01,20_percent,Plants,,334,350,0.5,,MR,20203,20203,1015SH,Sedimentary,no,,,Hillslope,,5,S,,9/10/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.081,10/01/2024 13:43:29.488,cnhp_guest7,10/01/2024 13:43:29.488,cnhp_guest7,-107.9118807,44.85803279
202,de441d94-b01d-4b8d-a479-b4a6b1f4a4a1,20240910_44.84068953631971-107.83593485215,CLMBR2.1-035,ACNE9_MR0510HU_020203_20240910-02,9/10/2024 21:10,9/10/2024 22:00,20240910,no,,ACNE9,,,02,20_percent,Plants,,870,900,3,,MR,20203,20203,0510HU,Granitic,no,,,Flat,,0,Flat,,9/10/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.219,10/01/2024 13:43:41.447,cnhp_guest7,10/01/2024 13:43:41.447,cnhp_guest7,-107.8358955,44.84071687
203,e47787cb-682a-40dc-91b1-c15cfa3f9c11,20240911_44.981618600975445-107.78039981835643,CLMBR2.1-036,CHAN9_MR1015HU_020203_20240911-01,9/11/2024 17:15,9/11/2024 18:00,20240911,no,,CHAN9,,,01,Every_5,Plants,,1667,8500,1.5,,MR,20203,20203,1015HU,Limestone,no,,,Hillslope,,10,NW,,9/11/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,1.531,10/01/2024 13:43:49.911,cnhp_guest7,10/01/2024 13:43:49.911,cnhp_guest7,-107.7803849,44.98165741
204,6d8ef1a6-9ae0-4ecf-ba75-cd5da7d707bb,20240911_44.790196458197876-107.39639024676406,CLMBR2.1-037,HEVI4_MR1015HU_020206_20240911-01,9/11/2024 21:30,9/11/2024 22:30,20240911,no,,HEVI4,,,01,20_percent,Plants,,325,350,0.5,,MR,20206,20206,1015HU,Diorite,no,,,Hills,,25,W,2,9/11/2024 18:00,Local,10,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.269,10/01/2024 13:44:05.143,cnhp_guest7,10/01/2024 15:17:46.888,cnhp_guest7,-107.3963864,44.79018355
205,d4883c22-f27f-4908-8d1d-78de420e967a,20240912_44.18147781971368-107.21808786087729,CLMBR2.1-038,DECE_MR0510HU_020201_20240912-01,9/12/2024 17:30,9/12/2024 18:30,20240912,no,,DECE,,,01,Every_5,Plants,,344,1720,2.5,,MR,20201,20201,0510HU,Sedimentary,no,,,Drainage,,10,SE,2,9/12/2024 18:00,Local,8,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.138,10/01/2024 13:44:18.445,cnhp_guest7,10/01/2024 13:44:18.445,cnhp_guest7,-107.2180004,44.18147153
206,104cc0c3-59d4-49e4-b8d9-7faac2b40648,20240916_44.977588727554306-107.88716417574766,CLMBR2.1-039,CHAN9_MR0510HU_020203_20240916-01,9/16/2024 20:00,9/16/2024 21:30,20240916,no,,CHAN9,,,01,20_percent,Plants,,900,1000,1.5,,MR,20203,20203,0510HU,Diorite,no,,,Hillslope,,20,SW,,9/16/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.444,10/01/2024 13:44:27.602,cnhp_guest7,10/01/2024 13:44:27.602,cnhp_guest7,-107.887018,44.97757006
207,f5e9528b-cc93-4a22-9b03-1084d45cf193,20240917_44.762880251847506-107.75677439212728,CLMBR2.1-040,CHAN9_MR0510VH_020203_20240917-01,9/17/2024 16:32,9/17/2024 18:00,20240917,no,,CHAN9,,,01,20_percent,Plants,,482,500,2,,MR,20203,20203,0510VH,Limestone,no,,,Hillslope,,35,N,,9/17/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.231,10/01/2024 13:44:45.389,cnhp_guest7,10/01/2024 13:44:45.389,cnhp_guest7,-107.7568691,44.76287119
208,2b8387d2-482b-48ff-bdcf-2e7165cfeeb2,20240917_44.74847513540263-107.69342223123381,CLMBR2.1-041,PEST2_MR0510VH_020203_20240917-01,9/17/2024 18:45,9/17/2024 20:00,20240917,no,,PEST2,,,01,20_percent,Plants,,123,123,0.5,,MR,20203,20203,0510VH,Unconsolidated,no,,,Hillslope,,30,SW,2,7/29/2024 18:00,Local,,,,,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.063,10/01/2024 13:45:06.491,cnhp_guest7,10/01/2024 13:45:06.491,cnhp_guest7,-107.6934156,44.74857294
209,3ad4a7a8-05e8-4df5-b72d-010ca063a757,20240918_44.318551616823-106.94785033162228,CLMBR2.1-042,ERSP4_MR1015SH_020201_20240918-01,9/18/2024 16:00,9/18/2024 18:00,20240918,no,,ERSP4,,,01,20_percent,Plants,,271,280,1.3,,MR,20201,20201,1015SH,Granitic,no,,,Hills,,5,E,2,9/18/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.038,10/01/2024 13:45:14.657,cnhp_guest7,10/01/2024 15:21:54.266,cnhp_guest7,-106.947888,44.31854944
210,a0ed917f-3aaf-469c-913c-1f5dee7f66fe,20240918_44.096843125491446-107.28982047167314,CLMBR2.1-043,Other_MR1520SH_020201_20240918-01,9/18/2024 18:40,9/18/2024 18:00,20240918,no,,Other,Asclepias speciosus,,01,20_percent,Plants,,116,150,4,,MR,20201,20201,1520SH,Sedimentary,no,,,Canyon,,5,SE,2,9/18/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,1,10/01/2024 13:45:20.470,cnhp_guest7,10/02/2024 13:27:50.909,cnhp_guest7,-107.2897948,44.09685101
211,2f94400b-571b-4d40-af14-8fcb72e22f85,20240919_44.92970045464899-107.83987364426343,CLMBR2.1-044,ELTR7_MR0510HU_020203_20240919-01,9/19/2024 16:00,9/19/2024 18:00,20240919,no,,ELTR7,,,01,Every_5,Plants,,385,2500,1,,MR,20203,20203,0510HU,Sedimentary,no,,,Ridge,,5,SE,,9/19/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.344,10/01/2024 13:45:29.672,cnhp_guest7,10/01/2024 13:45:29.672,cnhp_guest7,-107.8400264,44.9296277
212,7a469e99-9908-4b13-8ad3-067aa6206c65,20240917_44.86290350635978-107.46598624929419,CLMBR2.1-045,ERSP4_MR1015HU_020206_20240919-01,9/19/2024 20:05,9/19/2024 21:00,20240919,no,,ERSP4,,,01,20_percent,Plants,,170,170,1,,MR,20206,20206,1015HU,Sedimentary,no,,,Hills,,5,SW,2,9/17/2024 18:00,Local,,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",,,,,,0.013,10/01/2024 13:45:40.300,cnhp_guest7,10/01/2024 15:22:21.471,cnhp_guest7,-107.4659637,44.86296841
